ClassDefIdentifier,versionMajor,versionMinor,versionMicro,base,deprecated,base_typing_TypeAlias,fieldRename,typeC,typeStub,type_field_type,typeStub_typing_TypeAlias,list2Sequence,defaultValue,keywordArguments,kwargAnnotation,keywordArgumentsDefaultValue,classAs_astAttribute,classVersionMinorMinimum,attribute,attributeKind,attributeVersionMinorMinimum,TypeAliasSubcategory,type,ast_exprType,ast_arg,match_args,match_argsVersionMinorMinimum
Await,3,13,3,expr,False,No,No,expr,expr,expr,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Await')",-1,value,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('value', ast.Attribute(value=ast.Name('ast'), attr='expr'))",value,-1.0
Await,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Await')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",value,-1.0
Await,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Await')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",value,-1.0
Await,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Await')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",value,-1.0
Await,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Await')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",value,-1.0
BinOp,3,13,3,expr,False,No,No,expr,expr,expr,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'BinOp')",-1,left,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('left', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'left', 'op', 'right'",-1.0
BinOp,3,13,3,expr,False,No,No,operator,operator,operator,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'BinOp')",-1,op,_field,-1,operator,ast.operator,"ast.Attribute(value=ast.Name('ast'), attr='operator')","ast.arg('op', ast.Attribute(value=ast.Name('ast'), attr='operator'))","'left', 'op', 'right'",-1.0
BinOp,3,13,3,expr,False,No,No,expr,expr,expr,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'BinOp')",-1,right,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('right', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'left', 'op', 'right'",-1.0
BinOp,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'BinOp')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'left', 'op', 'right'",-1.0
BinOp,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'BinOp')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'left', 'op', 'right'",-1.0
BinOp,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'BinOp')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'left', 'op', 'right'",-1.0
BinOp,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'BinOp')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'left', 'op', 'right'",-1.0
BitAnd,3,13,3,operator,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'BitAnd')",-1,No,No,-1,No,No,No,No,No,No
BitOr,3,13,3,operator,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'BitOr')",-1,No,No,-1,No,No,No,No,No,No
BitXor,3,13,3,operator,False,No,No,No,No,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'BitXor')",-1,No,No,-1,No,No,No,No,No,No
BoolOp,3,13,3,expr,False,No,No,boolop,boolop,boolop,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'BoolOp')",-1,op,_field,-1,boolop,ast.boolop,"ast.Attribute(value=ast.Name('ast'), attr='boolop')","ast.arg('op', ast.Attribute(value=ast.Name('ast'), attr='boolop'))","'op', 'values'",-1.0
BoolOp,3,13,3,expr,False,No,No,list(expr),list[expr],list[ast.expr],No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'BoolOp')",-1,values,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('values', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))","'op', 'values'",-1.0
BoolOp,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'BoolOp')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'op', 'values'",-1.0
BoolOp,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'BoolOp')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'op', 'values'",-1.0
BoolOp,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'BoolOp')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'op', 'values'",-1.0
BoolOp,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'BoolOp')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'op', 'values'",-1.0
Break,3,13,3,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Break')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",No,No
Break,3,13,3,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Break')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",No,No
Break,3,13,3,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Break')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",No,No
Break,3,13,3,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Break')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",No,No
Bytes,3,13,3,Constant,True,No,No,No,bytes,No,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Bytes')",-1,s,_field,-1,bytes,bytes,ast.Name('bytes'),"ast.arg('s', ast.Name('bytes'))",s,-1
Bytes,3,13,3,Constant,True,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Bytes')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",No,No
Bytes,3,13,3,Constant,True,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Bytes')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",No,No
Bytes,3,13,3,Constant,True,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Bytes')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",No,No
Bytes,3,13,3,Constant,True,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Bytes')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",No,No
Call,3,13,3,expr,False,No,callee,expr,expr,expr,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Call')",-1,func,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('func', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'func', 'args', 'keywords'",-1.0
Call,3,13,3,expr,False,No,No,list(expr),list[expr],list[ast.expr],No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'Call')",-1,args,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('args', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))","'func', 'args', 'keywords'",-1.0
Call,3,13,3,expr,False,No,list_keyword,list(keyword),list[keyword],list[ast.keyword],No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'Call')",-1,keywords,_field,-1,list_keyword,list[ast.keyword],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='keyword'))","ast.arg('keywords', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='keyword')))","'func', 'args', 'keywords'",-1.0
Call,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Call')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'func', 'args', 'keywords'",-1.0
Call,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Call')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'func', 'args', 'keywords'",-1.0
Call,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Call')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'func', 'args', 'keywords'",-1.0
Call,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Call')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'func', 'args', 'keywords'",-1.0
ClassDef,3,13,3,stmt,False,No,No,identifier,str,str,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,name,_field,-1,str,str,ast.Name('str'),"ast.arg('name', ast.Name('str'))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,13,3,stmt,False,No,No,list(expr),list[expr],list[ast.expr],No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,bases,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('bases', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,13,3,stmt,False,No,list_keyword,list(keyword),list[keyword],list[ast.keyword],No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,keywords,_field,-1,list_keyword,list[ast.keyword],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='keyword'))","ast.arg('keywords', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='keyword')))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,13,3,stmt,False,No,No,list(stmt),list[stmt],list[ast.stmt],No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,body,_field,-1,list_stmt,list[ast.stmt],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt'))","ast.arg('body', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='stmt')))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,13,3,stmt,False,No,No,list(expr),list[expr],list[ast.expr],No,True,ast.List(),False,No,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,decorator_list,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('decorator_list', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,13,3,stmt,False,No,No,list(type_param),list[type_param],list[ast.type_param],No,True,ast.List(),True,type_params,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,type_params,_field,12,list_type_param,list[ast.type_param],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='type_param'))","ast.arg('type_params', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='type_param')))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,13,3,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,13,3,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,13,3,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
ClassDef,3,13,3,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'ClassDef')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'name', 'bases', 'keywords', 'body', 'decorator_list', 'type_params'",12.0
Compare,3,13,3,expr,False,No,No,expr,expr,expr,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,left,_field,-1,expr,ast.expr,"ast.Attribute(value=ast.Name('ast'), attr='expr')","ast.arg('left', ast.Attribute(value=ast.Name('ast'), attr='expr'))","'left', 'ops', 'comparators'",-1.0
Compare,3,13,3,expr,False,No,No,list(cmpop),list[cmpop],list[ast.cmpop],No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,ops,_field,-1,list_cmpop,list[ast.cmpop],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='cmpop'))","ast.arg('ops', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='cmpop')))","'left', 'ops', 'comparators'",-1.0
Compare,3,13,3,expr,False,No,No,list(expr),list[expr],list[ast.expr],No,True,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,comparators,_field,-1,list_expr,list[ast.expr],"ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr'))","ast.arg('comparators', ast.Subscript(value=ast.Name('list'), slice=ast.Attribute(value=ast.Name('ast'), attr='expr')))","'left', 'ops', 'comparators'",-1.0
Compare,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'left', 'ops', 'comparators'",-1.0
Compare,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'left', 'ops', 'comparators'",-1.0
Compare,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'left', 'ops', 'comparators'",-1.0
Compare,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Compare')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'left', 'ops', 'comparators'",-1.0
Constant,3,13,3,expr,False,No,No,constant,Any,object,No,False,No,False,No,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,value,_field,-1,Any,Any,ast.Name('Any'),"ast.arg('value', ast.Name('Any'))","'value', 'kind'",-1.0
Constant,3,13,3,expr,False,No,No,string | None,str | None,str | None,No,False,ast.Constant(None),True,str,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,kind,_field,-1,strOrNone,str | None,"ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('kind', ast.BinOp(left=ast.Name('str'), op=ast.BitOr(), right=ast.Constant(value=None)))","'value', 'kind'",-1.0
Constant,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))","'value', 'kind'",-1.0
Constant,3,13,3,expr,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))","'value', 'kind'",-1.0
Constant,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'value', 'kind'",-1.0
Constant,3,13,3,expr,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Constant')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))","'value', 'kind'",-1.0
Continue,3,13,3,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Continue')",-1,lineno,_attribute,-1,No,int,ast.Name('int'),"ast.arg('lineno', ast.Name('int'))",No,No
Continue,3,13,3,stmt,False,No,No,No,int,No,No,False,No,True,int,No,"ast.Attribute(ast.Name('ast'), 'Continue')",-1,col_offset,_attribute,-1,No,int,ast.Name('int'),"ast.arg('col_offset', ast.Name('int'))",No,No
Continue,3,13,3,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Continue')",-1,end_lineno,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_lineno', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",No,No
Continue,3,13,3,stmt,False,No,No,No,int | None,No,No,False,ast.Constant(None),True,int,No,"ast.Attribute(ast.Name('ast'), 'Continue')",-1,end_col_offset,_attribute,-1,No,int | None,"ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None))","ast.arg('end_col_offset', ast.BinOp(left=ast.Name('int'), op=ast.BitOr(), right=ast.Constant(value=None)))",No,No
